tracklet_id,angle_deg,mag_diff,mag_min,sky_sep,ab_bc_vratio
cn00007,162.70518630583496,2.6709363564286477,19.729755567936735,166.2445912202913,0.6567487870244268
cn00008,144.55673352089826,0.47661518471072206,13.074369010617572,6.605905119882796,1.1292865472232831
cn00009,164.81100386541556,0.5150537069735677,13.074369010617572,7.460977824559823,3.0697813104211873
cn00010,176.60897001596283,2.689493416070949,19.901458329906905,252.85542950792734,0.6534924436532102
cn00011,169.79421004210198,0.8659548596240967,18.233837293996967,111.5545359811356,1.225765483904263
cn00012,174.28907602560662,1.707495875877889,19.82100297031395,199.40743630190272,0.7755780764601885
cn00013,160.6892933105537,0.4849508727651397,18.5984579672012,62.973258554090954,1.0985782908090547
cn00014,170.76111313581708,1.4758285629497223,19.498344792218884,238.16152818612673,0.6670194093696676
cn00015,169.4490880618349,1.665819922487394,19.155953648295856,223.83555768531392,0.8177023172697903
cn00016,165.175858233698,2.1972854633465566,19.031485918204513,132.07595792164628,2.749517435225243
cn00017,170.97977423853678,1.5680945940145605,19.768209348070737,166.55310229437774,3.721641150136077
cn00018,156.21390246629602,1.0146907088442774,18.74693899335163,135.95586735647709,2.366802429566187
cn00019,150.1620327986698,1.9873394110933553,19.71958769560071,135.95586735647709,1.899085132559744
cn00020,138.78554311715365,1.5194729415445316,19.71958769560071,134.93079131976805,1.569849454950508
cn00021,156.1746895591542,1.3581305452671657,19.71958769560071,94.74330733353645,0.9714718030536893
cn00022,152.8254487064222,1.5182177940309423,19.022130151964983,208.42771396121387,1.1786610495376246
cn00023,144.8473854361619,0.24478220336790457,18.19302149262831,3.3433537473810833,1.6120881389456063
cn00024,154.13626226048467,0.5570847474708707,19.614607045163176,114.07453096362497,2.1459073923049097
cn00025,176.70708107458574,2.3410068068693484,19.614607045163176,138.3780804867243,5.645860312023529
cn00026,154.00161220462786,1.5966057272782521,19.022130151964983,208.42771396121387,1.4185324952309228
cn00027,152.8582800827768,1.5543938244414335,18.979918249128165,96.24743429222629,1.2051885842307548
cn00028,163.4769470568264,1.256782290887319,19.50927859443844,227.40484865205175,0.979412421093812
cn00029,167.6801895483748,2.8927941264776376,18.66643403643191,188.78982176603014,1.1313761491901408
cn00030,167.71270008585697,1.0494567967871973,19.14526447003996,193.89493718936978,1.3363346170710693
cn00031,157.8325689340032,2.8927941264776376,18.66643403643191,192.07420199658182,1.192380155079749
cn00032,168.07395942385335,0.569071568714687,19.18552813951106,260.8045821018011,0.8911989972487788
cn00033,140.04033019032212,1.9895769190904389,19.50927859443844,227.40484865205175,0.6656045605846079
cn00000,163.27743791022735,2.006214821765411,20.32865622465508,167.50909277476794,1.6223484283447531
cn00001,159.63653588290583,0.9058349830009362,16.842031734281512,13.68533415648146,3.007214000176452
cn00002,145.85740279758684,0.6073137384098786,19.40974417153257,98.41843255814537,0.9489759904083441
cn00003,174.99510137602437,1.8615812058734704,20.255216405176768,186.05936579714495,0.6635100602073541
cn00004,165.85890421201594,1.1129306055700496,19.506565804873347,259.5402519786229,0.7888680476063585
cn00005,177.59155146077197,1.681414094413455,20.061884808550182,254.69396208694255,1.0631961411269046
cn00006,142.0796649872389,1.681414094413455,20.061884808550182,121.1550167306672,1.4519184263724458
cn00007,162.70518630583496,2.6709363564286477,19.729755567936735,166.2445912202913,0.6567487870244268
cn00008,144.55673352089826,0.47661518471072206,13.074369010617572,6.605905119882796,1.1292865472232831
cn00009,164.81100386541556,0.5150537069735677,13.074369010617572,7.460977824559823,3.0697813104211873
cn00010,176.60897001596283,2.689493416070949,19.901458329906905,252.85542950792734,0.6534924436532102
cn00011,169.79421004210198,0.8659548596240967,18.233837293996967,111.5545359811356,1.225765483904263
cn00012,174.28907602560662,1.707495875877889,19.82100297031395,199.40743630190272,0.7755780764601885
cn00013,160.6892933105537,0.4849508727651397,18.5984579672012,62.973258554090954,1.0985782908090547
cn00014,170.76111313581708,1.4758285629497223,19.498344792218884,238.16152818612673,0.6670194093696676
cn00015,169.4490880618349,1.665819922487394,19.155953648295856,223.83555768531392,0.8177023172697903
cn00016,165.175858233698,2.1972854633465566,19.031485918204513,132.07595792164628,2.749517435225243
cn00017,170.97977423853678,1.5680945940145605,19.768209348070737,166.55310229437774,3.721641150136077
cn00018,156.21390246629602,1.0146907088442774,18.74693899335163,135.95586735647709,2.366802429566187
cn00019,150.1620327986698,1.9873394110933553,19.71958769560071,135.95586735647709,1.899085132559744
cn00020,138.78554311715365,1.5194729415445316,19.71958769560071,134.93079131976805,1.569849454950508
cn00021,156.1746895591542,1.3581305452671657,19.71958769560071,94.74330733353645,0.9714718030536893
cn00022,152.8254487064222,1.5182177940309423,19.022130151964983,208.42771396121387,1.1786610495376246
cn00023,144.8473854361619,0.24478220336790457,18.19302149262831,3.3433537473810833,1.6120881389456063
cn00024,154.13626226048467,0.5570847474708707,19.614607045163176,114.07453096362497,2.1459073923049097
cn00025,176.70708107458574,2.3410068068693484,19.614607045163176,138.3780804867243,5.645860312023529
cn00026,154.00161220462786,1.5966057272782521,19.022130151964983,208.42771396121387,1.4185324952309228
cn00027,152.8582800827768,1.5543938244414335,18.979918249128165,96.24743429222629,1.2051885842307548
cn00028,163.4769470568264,1.256782290887319,19.50927859443844,227.40484865205175,0.979412421093812
cn00029,167.6801895483748,2.8927941264776376,18.66643403643191,188.78982176603014,1.1313761491901408
cn00030,167.71270008585697,1.0494567967871973,19.14526447003996,193.89493718936978,1.3363346170710693
cn00031,157.8325689340032,2.8927941264776376,18.66643403643191,192.07420199658182,1.192380155079749
cn00032,168.07395942385335,0.569071568714687,19.18552813951106,260.8045821018011,0.8911989972487788
cn00033,140.04033019032212,1.9895769190904389,19.50927859443844,227.40484865205175,0.6656045605846079
